Id,Code,Name,Class,Standard Concept Caption,RC,DRC,Domain,Vocabulary,Ancestors
4205238,309464009,Elbow fracture,Clinical Finding,Standard,0,"2,934",Condition,SNOMED,1
4302223,418764009,Fracture of bone of head,Clinical Finding,Standard,72,"2,929",Condition,SNOMED,1
75091,9468002,Closed fracture of carpal bone,Clinical Finding,Standard,"1,534","2,916",Condition,SNOMED,1
442598,75857000,Fracture of radius AND ulna,Clinical Finding,Standard,126,"2,818",Condition,SNOMED,1
4134321,263191003,Fracture of neck of humerus,Clinical Finding,Standard,0,"2,745",Condition,SNOMED,1
4047787,123971006,Colles' fracture,Clinical Finding,Standard,0,"2,605",Condition,SNOMED,1
4138299,263192005,Fracture of distal end of humerus,Clinical Finding,Standard,0,"2,547",Condition,SNOMED,1
435950,269083002,Closed Colles' fracture,Clinical Finding,Standard,"2,432","2,432",Condition,SNOMED,1
75634,425852005,Fracture malunion,Clinical Finding,Standard,"2,389","2,389",Condition,SNOMED,1
4013920,208240004,"Closed fracture proximal humerus, neck",Clinical Finding,Standard,0,"2,387",Condition,SNOMED,1
440548,263233008,"Closed fracture of femur, distal end",Clinical Finding,Standard,"1,123","2,384",Condition,SNOMED,1
436248,361119006,Open fracture of neck of femur,Clinical Finding,Standard,0,"2,374",Condition,SNOMED,1
4237458,58150001,Fracture of clavicle,Clinical Finding,Standard,0,"2,345",Condition,SNOMED,1
436839,208394006,Closed fracture of metacarpal bone,Clinical Finding,Standard,"1,141","2,305",Condition,SNOMED,1
4176010,428151000,Closed fracture of bone of knee joint,Clinical Finding,Standard,0,"2,300",Condition,SNOMED,1
4135748,263229001,Subtrochanteric fracture of femur,Clinical Finding,Standard,0,"2,279",Condition,SNOMED,1
4136718,263203001,Fracture of proximal end of ulna,Clinical Finding,Standard,0,"2,264",Condition,SNOMED,1
4324690,71642004,Fracture of skull,Clinical Finding,Standard,0,"2,241",Condition,SNOMED,1
4118792,302222008,Elbow fracture - closed,Clinical Finding,Standard,0,"2,206",Condition,SNOMED,1
4136840,263228009,Basicervical fracture of neck of femur,Clinical Finding,Standard,0,"2,193",Condition,SNOMED,1
37116630,733405006,Fracture of surgical neck of humerus,Clinical Finding,Standard,0,"2,164",Condition,SNOMED,1
40491339,447138000,Closed fracture of tarsal bone,Clinical Finding,Standard,0,"2,136",Condition,SNOMED,1
4135743,263205008,Fracture of distal end of ulna,Clinical Finding,Standard,0,"2,092",Condition,SNOMED,1
4213109,414293001,Fracture of tibia AND fibula,Clinical Finding,Standard,0,"2,089",Condition,SNOMED,1
40492392,447395005,Closed fracture of fibula,Clinical Finding,Standard,0,"2,085",Condition,SNOMED,1
4300192,77493009,Fracture of pelvis,Clinical Finding,Standard,0,"2,062",Condition,SNOMED,1
4136715,263195007,Fracture of proximal end of radius,Clinical Finding,Standard,0,"2,047",Condition,SNOMED,1
435380,53627009,Closed fracture of radius AND ulna,Clinical Finding,Standard,485,"2,047",Condition,SNOMED,1
4136839,263227004,Midcervical fracture of neck of femur,Clinical Finding,Standard,0,"2,010",Condition,SNOMED,1
435659,89294002,Open fracture of humerus,Clinical Finding,Standard,161,"1,998",Condition,SNOMED,1
440853,73244003,Closed fracture of surgical neck of humerus,Clinical Finding,Standard,"1,970","1,970",Condition,SNOMED,1
73571,268029009,Pathological fracture,Clinical Finding,Standard,"1,341","1,968",Condition,SNOMED,1
40441585,240197007,Stress fracture,Clinical Finding,Standard,931,"1,945",Condition,SNOMED,1
4178638,429339004,Fracture of sesamoid bone,Clinical Finding,Standard,0,"1,919",Condition,SNOMED,1
4177025,51037009,Fracture of patella,Clinical Finding,Standard,0,"1,919",Condition,SNOMED,1
436539,80756009,Closed fracture of patella,Clinical Finding,Standard,"1,919","1,919",Condition,SNOMED,1
4167912,275337006,Shoulder fracture - open,Clinical Finding,Standard,0,"1,897",Condition,SNOMED,1
81426,33173003,Closed fracture of clavicle,Clinical Finding,Standard,"1,059","1,827",Condition,SNOMED,1
440865,62125005,Closed fracture of epiphysis of femur,Clinical Finding,Standard,879,"1,759",Condition,SNOMED,1
4058637,21351003,Fracture of phalanx of foot,Clinical Finding,Standard,0,"1,757",Condition,SNOMED,1
434502,81576005,Closed fracture of phalanx of foot,Clinical Finding,Standard,"1,757","1,757",Condition,SNOMED,1
435374,50397009,Closed fracture of distal end of ulna,Clinical Finding,Standard,351,"1,755",Condition,SNOMED,1
440228,269080004,Closed fracture of lower end of humerus,Clinical Finding,Standard,726,"1,737",Condition,SNOMED,1
4186548,414942001,Open fracture of lower leg,Clinical Finding,Standard,0,"1,734",Condition,SNOMED,1
441697,42945005,Open fracture of radius,Clinical Finding,Standard,160,"1,693",Condition,SNOMED,1
4220695,82419009,Open fracture of vertebral column,Clinical Finding,Standard,0,"1,688",Condition,SNOMED,1
440863,26938002,Open intertrochanteric fracture,Clinical Finding,Standard,"1,650","1,650",Condition,SNOMED,1
438576,37449000,Open fracture of ulna,Clinical Finding,Standard,145,"1,640",Condition,SNOMED,1
437703,20100009,Closed fracture of intracapsular section of femur,Clinical Finding,Standard,"1,636","1,636",Condition,SNOMED,1
4138301,263208005,Fracture of distal end of radius and ulna,Clinical Finding,Standard,0,"1,603",Condition,SNOMED,1
75942,45910007,Open fracture of rib,Clinical Finding,Standard,186,"1,555",Condition,SNOMED,1
4009610,208551000,"Closed fracture proximal femur, subtrochanteric",Clinical Finding,Standard,"1,554","1,554",Condition,SNOMED,1
436251,33041006,Closed fracture of proximal end of ulna,Clinical Finding,Standard,162,"1,536",Condition,SNOMED,1
45766773,704013006,Open fracture of hand,Clinical Finding,Standard,0,"1,515",Condition,SNOMED,1
441973,71139009,Closed fracture of proximal end of radius,Clinical Finding,Standard,280,"1,511",Condition,SNOMED,1
4070301,20433007,Fracture of upper end of tibia,Clinical Finding,Standard,0,"1,440",Condition,SNOMED,1
72465,208430000,Closed fracture of one or more phalanges of hand,Clinical Finding,Standard,"1,267","1,418",Condition,SNOMED,1
440538,33192001,Closed fracture of lower end of radius AND ulna,Clinical Finding,Standard,"1,404","1,404",Condition,SNOMED,1
4057580,18171007,Fracture of phalanx of finger,Clinical Finding,Standard,0,"1,392",Condition,SNOMED,1
434782,413877007,Closed fracture of tibia AND fibula,Clinical Finding,Standard,905,"1,385",Condition,SNOMED,1
443248,269070003,Open fracture of cervical spine,Clinical Finding,Standard,172,"1,375",Condition,SNOMED,1
435101,367527001,Open fracture of foot,Clinical Finding,Standard,211,"1,371",Condition,SNOMED,1
435956,1705000,Closed fracture of base of neck of femur,Clinical Finding,Standard,"1,364","1,364",Condition,SNOMED,1
4149547,269061001,Fracture of vertebra without spinal cord lesion,Clinical Finding,Standard,0,"1,346",Condition,SNOMED,1
4319889,9682006,Fracture of scapula,Clinical Finding,Standard,0,"1,343",Condition,SNOMED,1
4136719,263207000,Fracture of shaft of radius and/or ulna,Clinical Finding,Standard,0,"1,342",Condition,SNOMED,1
440825,54441004,Fracture of shaft of femur,Clinical Finding,Standard,0,"1,331",Condition,SNOMED,1
4320628,6990005,Fracture of shaft of tibia,Clinical Finding,Standard,0,"1,323",Condition,SNOMED,1
4066613,20274005,Fracture of one rib,Clinical Finding,Standard,0,"1,305",Condition,SNOMED,1
74772,29014003,Open fracture of carpal bone,Clinical Finding,Standard,281,"1,278",Condition,SNOMED,1
436247,52450003,Closed fracture of midcervical section of femur,Clinical Finding,Standard,"1,271","1,271",Condition,SNOMED,1
435666,23900009,Closed fracture of upper end of tibia,Clinical Finding,Standard,"1,234","1,234",Condition,SNOMED,1
4009302,208244008,"Closed fracture of humerus, upper epiphysis",Clinical Finding,Standard,0,"1,224",Condition,SNOMED,1
4284263,67394003,Fracture of shaft of fibula,Clinical Finding,Standard,0,"1,211",Condition,SNOMED,1
78574,28081005,Open fracture of multiple ribs,Clinical Finding,Standard,159,"1,203",Condition,SNOMED,1
77129,91037003,Closed fracture of pelvis,Clinical Finding,Standard,378,"1,195",Condition,SNOMED,1
77403,28425007,Closed fracture of vertebral column without spinal cord injury,Clinical Finding,Standard,"1,177","1,177",Condition,SNOMED,1
4178395,297130008,Fracture of proximal phalanx of finger,Clinical Finding,Standard,0,"1,169",Condition,SNOMED,1
4159165,371162008,Closed fracture of skull,Clinical Finding,Standard,0,"1,157",Condition,SNOMED,1
4175616,50890004,Fracture of shaft of humerus,Clinical Finding,Standard,0,"1,150",Condition,SNOMED,1
433893,87173003,Open fracture of epiphysis of femur,Clinical Finding,Standard,729,"1,150",Condition,SNOMED,1
75941,45356009,Closed fracture of one rib,Clinical Finding,Standard,"1,139","1,139",Condition,SNOMED,1
40490387,446979005,Open fracture of tibia,Clinical Finding,Standard,0,"1,135",Condition,SNOMED,1
40490827,447017008,Open fracture of fibula,Clinical Finding,Standard,0,"1,082",Condition,SNOMED,1
438887,26442006,Closed fracture of shaft of femur,Clinical Finding,Standard,"1,082","1,082",Condition,SNOMED,1
4083488,281528007,Fracture of olecranon,Clinical Finding,Standard,0,"1,081",Condition,SNOMED,1
45773541,704208000,Closed fracture of proximal epiphysis of radius,Clinical Finding,Standard,0,"1,073",Condition,SNOMED,1
4066995,1734006,Fracture of vertebral column with spinal cord injury,Clinical Finding,Standard,0,"1,009",Condition,SNOMED,1
435940,90235006,Closed fracture of shaft of humerus,Clinical Finding,Standard,994,994,Condition,SNOMED,1
435094,263234002,"Open fracture of femur, distal end",Clinical Finding,Standard,382,984,Condition,SNOMED,1
4088051,24424003,Closed fracture of phalanx of finger,Clinical Finding,Standard,0,965,Condition,SNOMED,1
443115,208444006,Closed fracture finger proximal phalanx,Clinical Finding,Standard,965,965,Condition,SNOMED,1
443460,409667007,Pathological fracture of femur,Clinical Finding,Standard,363,964,Condition,SNOMED,1
4180748,428258002,Open fracture of tarsal bone,Clinical Finding,Standard,0,960,Condition,SNOMED,1
37116631,733406007,Fracture of greater tuberosity of humerus,Clinical Finding,Standard,0,945,Condition,SNOMED,1
4136716,263196008,Fracture of radial head,Clinical Finding,Standard,0,941,Condition,SNOMED,1
439384,371161001,Open fracture of skull,Clinical Finding,Standard,0,892,Condition,SNOMED,1
77387,22973003,Closed fracture of vertebral column with spinal cord injury,Clinical Finding,Standard,53,888,Condition,SNOMED,1
73036,64902007,Closed fracture of olecranon process of ulna,Clinical Finding,Standard,884,884,Condition,SNOMED,1
437130,208578003,"Closed fracture of femur, lower epiphysis",Clinical Finding,Standard,234,880,Condition,SNOMED,1
4133194,278537006,Fracture of distal end of tibia,Clinical Finding,Standard,0,879,Condition,SNOMED,1
4105127,281531008,Fracture of medial malleolus,Clinical Finding,Standard,0,879,Condition,SNOMED,1
436252,28012007,Closed fracture of shaft of tibia,Clinical Finding,Standard,397,877,Condition,SNOMED,1
436250,86844009,Open fracture of upper end of humerus,Clinical Finding,Standard,375,871,Condition,SNOMED,1
4134325,263204007,Fracture of shaft of ulna,Clinical Finding,Standard,0,866,Condition,SNOMED,1
4136498,31693001,Fracture of two ribs,Clinical Finding,Standard,0,864,Condition,SNOMED,1
4134329,263235001,Supracondylar fracture femur,Clinical Finding,Standard,0,856,Condition,SNOMED,1
4008354,207984009,Fracture of second cervical vertebra,Clinical Finding,Standard,0,845,Condition,SNOMED,1
437122,78980006,Open fracture of lower end of forearm,Clinical Finding,Standard,121,840,Condition,SNOMED,1
79938,29749002,Closed fracture of scapula,Clinical Finding,Standard,554,835,Condition,SNOMED,1
432473,263231005,Open fracture of base of neck of femur,Clinical Finding,Standard,829,829,Condition,SNOMED,1
4101989,28078000,Closed fracture of shaft of bone of forearm,Clinical Finding,Standard,131,821,Condition,SNOMED,1
438005,77803008,Closed fracture of shaft of fibula,Clinical Finding,Standard,330,810,Condition,SNOMED,1
437121,269081000,Open fracture of lower end of humerus,Clinical Finding,Standard,272,810,Condition,SNOMED,1
441699,208242007,"Closed fracture proximal humerus, greater tuberosity",Clinical Finding,Standard,807,807,Condition,SNOMED,1
437117,30489009,Open fracture of intracapsular section of femur,Clinical Finding,Standard,806,806,Condition,SNOMED,1
73341,68854005,Closed fracture of head of radius,Clinical Finding,Standard,794,794,Condition,SNOMED,1
436833,1370007,Open fracture of metacarpal bone,Clinical Finding,Standard,161,792,Condition,SNOMED,1
444192,12746007,Open transcervical fracture of femur,Clinical Finding,Standard,758,758,Condition,SNOMED,1
437692,84320000,Open fracture of midcervical section of femur,Clinical Finding,Standard,739,739,Condition,SNOMED,1
4082029,24063002,Fracture of base of skull,Clinical Finding,Standard,0,733,Condition,SNOMED,1
4138414,263247007,Fracture of calcaneus,Clinical Finding,Standard,0,730,Condition,SNOMED,1
80232,64665009,Closed fracture of calcaneus,Clinical Finding,Standard,730,730,Condition,SNOMED,1
4118794,302232001,Elbow fracture - open,Clinical Finding,Standard,0,728,Condition,SNOMED,1
433047,78490005,Open fracture of proximal end of ulna,Clinical Finding,Standard,125,728,Condition,SNOMED,1
4015981,208558006,"Open fracture proximal femur, subtrochanteric",Clinical Finding,Standard,725,725,Condition,SNOMED,1
78888,48187004,Open fracture of ankle,Clinical Finding,Standard,315,718,Condition,SNOMED,1
72459,3291007,Closed fracture of two ribs,Clinical Finding,Standard,718,718,Condition,SNOMED,1
433329,269064009,Closed fracture of second cervical vertebra,Clinical Finding,Standard,710,710,Condition,SNOMED,1
435100,414943006,Open fracture of tibia AND fibula,Clinical Finding,Standard,275,704,Condition,SNOMED,1
4154777,271577005,Fracture of shaft of tibia and fibula,Clinical Finding,Standard,0,701,Condition,SNOMED,1
4012455,208634001,Closed fracture distal tibia,Clinical Finding,Standard,0,671,Condition,SNOMED,1
439162,15385006,Closed fracture of medial malleolus,Clinical Finding,Standard,671,671,Condition,SNOMED,1
4195752,79858001,Open fracture of shaft of bone of forearm,Clinical Finding,Standard,139,660,Condition,SNOMED,1
441153,30905007,Closed supracondylar fracture of femur,Clinical Finding,Standard,646,646,Condition,SNOMED,1
439946,81966000,Open fracture of radius AND ulna,Clinical Finding,Standard,157,645,Condition,SNOMED,1
4136714,263193000,Supracondylar fracture of humerus,Clinical Finding,Standard,0,632,Condition,SNOMED,1
434764,27477003,Fracture of face bones,Clinical Finding,Standard,0,627,Condition,SNOMED,1
4168152,48466003,Fracture of vault of skull,Clinical Finding,Standard,0,625,Condition,SNOMED,1
4140092,32805004,Fractures of multiple bones of lower limb,Clinical Finding,Standard,0,617,Condition,SNOMED,1
436254,64569008,Closed fractures of multiple bones of lower limb,Clinical Finding,Standard,391,617,Condition,SNOMED,1
75932,15474008,Open fracture of pelvis,Clinical Finding,Standard,156,614,Condition,SNOMED,1
4239149,57577003,Fracture of three ribs,Clinical Finding,Standard,0,612,Condition,SNOMED,1
438884,69166006,Fracture of upper end of lower leg,Clinical Finding,Standard,382,603,Condition,SNOMED,1
45766906,704171000,Pathological fracture of proximal end of femur,Clinical Finding,Standard,0,601,Condition,SNOMED,1
443459,409666003,Pathological fracture of neck of femur,Clinical Finding,Standard,601,601,Condition,SNOMED,1
37311962,788936005,Fracture of anatomical neck of humerus,Clinical Finding,Standard,0,581,Condition,SNOMED,1
440546,25529004,Open fracture of distal end of radius,Clinical Finding,Standard,209,581,Condition,SNOMED,1
4073923,21867001,Fracture of upper end of fibula,Clinical Finding,Standard,0,568,Condition,SNOMED,1
4135750,263236000,Fracture of femoral condyle,Clinical Finding,Standard,0,562,Condition,SNOMED,1
4135751,263246003,Fracture of talus,Clinical Finding,Standard,0,552,Condition,SNOMED,1
4137945,31975004,Fracture of scaphoid bone of wrist,Clinical Finding,Standard,0,543,Condition,SNOMED,1
441423,23813004,Open fracture of proximal end of radius,Clinical Finding,Standard,132,536,Condition,SNOMED,1
4202042,51760006,Fracture of four ribs,Clinical Finding,Standard,0,521,Condition,SNOMED,1
73609,111637008,Open fracture of clavicle,Clinical Finding,Standard,127,518,Condition,SNOMED,1
432742,77295000,Closed skull fracture without intracranial injury,Clinical Finding,Standard,120,515,Condition,SNOMED,1
77112,47864008,Open fracture of scapula,Clinical Finding,Standard,239,508,Condition,SNOMED,1
4192646,39408006,Closed fracture of innominate bone,Clinical Finding,Standard,0,493,Condition,SNOMED,1
4136717,263198009,Fracture of shaft of radius,Clinical Finding,Standard,0,493,Condition,SNOMED,1
73884,79546008,Closed fracture of three ribs,Clinical Finding,Standard,483,483,Condition,SNOMED,1
4010386,208397004,Closed fracture finger metacarpal base,Clinical Finding,Standard,0,481,Condition,SNOMED,1
435951,208629000,"Closed fracture of tibia and fibula, shaft",Clinical Finding,Standard,480,480,Condition,SNOMED,1
433885,58580000,Closed supracondylar fracture of humerus,Clinical Finding,Standard,480,480,Condition,SNOMED,1
4177069,428099003,Closed fracture of base of skull,Clinical Finding,Standard,0,470,Condition,SNOMED,1
4134337,263248002,Fracture of navicular,Clinical Finding,Standard,0,466,Condition,SNOMED,1
4013612,207983003,Fracture of first cervical vertebra,Clinical Finding,Standard,0,460,Condition,SNOMED,1
4219822,41972004,Fracture of shaft of clavicle,Clinical Finding,Standard,0,458,Condition,SNOMED,1
4205584,55716004,Fracture of base of metacarpal bone other than first metacarpal,Clinical Finding,Standard,0,458,Condition,SNOMED,1
437400,53792000,Closed fracture of shaft of ulna,Clinical Finding,Standard,298,456,Condition,SNOMED,1
4083490,281536003,Fracture of cuneiform,Clinical Finding,Standard,0,447,Condition,SNOMED,1
45766819,704065008,Stress fracture of foot,Clinical Finding,Standard,0,446,Condition,SNOMED,1
40479607,441558003,Stress fracture of metatarsal bone,Clinical Finding,Standard,446,446,Condition,SNOMED,1
437693,22234005,Open fracture of shaft of tibia,Clinical Finding,Standard,225,446,Condition,SNOMED,1
4164229,274157009,Fracture of thoracic spine with cord lesion,Clinical Finding,Standard,0,443,Condition,SNOMED,1
4053828,125607007,Fracture of thoracic spine,Clinical Finding,Standard,0,443,Condition,SNOMED,1
4199441,52784000,Fracture of acromial end of clavicle,Clinical Finding,Standard,0,435,Condition,SNOMED,1
4138294,263172003,Fracture of mandible,Clinical Finding,Standard,0,435,Condition,SNOMED,1
4136842,263249005,Fracture of cuboid,Clinical Finding,Standard,0,431,Condition,SNOMED,1
4067970,21698002,Open fracture of phalanx of finger,Clinical Finding,Standard,0,427,Condition,SNOMED,1
4301733,78292000,Fracture of shaft of metacarpal bone,Clinical Finding,Standard,0,426,Condition,SNOMED,1
443113,208587007,"Open fracture of femur, lower epiphysis",Clinical Finding,Standard,211,421,Condition,SNOMED,1
36715624,721350005,Fracture of sixth cervical vertebra,Clinical Finding,Standard,0,419,Condition,SNOMED,1
440230,208241000,"Closed fracture of proximal humerus, anatomical neck",Clinical Finding,Standard,417,417,Condition,SNOMED,1
36715625,721351009,Fracture of seventh cervical vertebra,Clinical Finding,Standard,0,415,Condition,SNOMED,1
4136721,263220002,Fracture of ischium,Clinical Finding,Standard,0,413,Condition,SNOMED,1
4170631,274156000,Fracture of cervical spine with cord lesion,Clinical Finding,Standard,0,410,Condition,SNOMED,1
433333,42760000,Open fracture of shaft of ulna,Clinical Finding,Standard,125,410,Condition,SNOMED,1
80552,42818005,Closed fracture of scaphoid bone of wrist,Clinical Finding,Standard,410,410,Condition,SNOMED,1
437118,111646002,Open fracture of shaft of fibula,Clinical Finding,Standard,180,401,Condition,SNOMED,1
436256,77551005,Open fracture of metatarsal bone,Clinical Finding,Standard,200,396,Condition,SNOMED,1
4138300,263197004,Fracture of radial neck,Clinical Finding,Standard,0,395,Condition,SNOMED,1
4008355,207985005,Multiple fractures of cervical spine,Clinical Finding,Standard,0,394,Condition,SNOMED,1
435097,6954003,Open fracture of condyle of humerus,Clinical Finding,Standard,130,386,Condition,SNOMED,1
4288590,68650003,Fracture of five ribs,Clinical Finding,Standard,0,382,Condition,SNOMED,1
436249,66926007,Closed fracture of femoral condyle of femur,Clinical Finding,Standard,381,381,Condition,SNOMED,1
4296627,7687006,Fracture of ilium,Clinical Finding,Standard,0,380,Condition,SNOMED,1
433612,59639009,Closed fracture of upper end of fibula,Clinical Finding,Standard,370,370,Condition,SNOMED,1
36715623,721349005,Fracture of fifth cervical vertebra,Clinical Finding,Standard,0,364,Condition,SNOMED,1
4262242,46043003,Fracture of eight OR more ribs,Clinical Finding,Standard,0,359,Condition,SNOMED,1
4009431,208250003,"Open fracture proximal humerus, neck",Clinical Finding,Standard,0,358,Condition,SNOMED,1
4184754,55874001,Fracture of neck of metacarpal bone,Clinical Finding,Standard,0,357,Condition,SNOMED,1
