Id,Code,Name,Class,Standard Concept Caption,RC,DRC,Domain,Vocabulary,Ancestors
19033819,575551,prednisolone 1.2 MG/ML [Ocu-Pred],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19033841,575552,prednisolone 10 MG/ML [Ocu-Pred Forte],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19040242,208988,prednisolone acetate 5 MG Oral Tablet,Clinical Drug,Standard,0,0,Drug,RxNorm,1
19042857,824887,prednisolone 4 MG/ML [Veripred],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19044143,569642,prednisolone 1.2 MG/ML [Pred Mild],Branded Drug Comp,Standard,0,266,Drug,RxNorm,1
19048691,214105,prednisolone 20 MG/ML Injectable Suspension [Hydeltra-T.B.A.],Branded Drug,Standard,21,21,Drug,RxNorm,1
19059753,574626,prednisolone 25 MG/ML [Cotolone],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19059754,574627,prednisolone 50 MG/ML [Cotolone],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19059755,575438,prednisolone 5 MG [Cotolone],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19061119,574181,prednisolone 40 MG/ML [Depo-Predate],Branded Drug Comp,Standard,0,9,Drug,RxNorm,1
19061120,574192,prednisolone 80 MG/ML [Depo-Predate],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19061458,248804,Chloramphenicol 2 MG/ML / prednisolone 5 MG/ML Otic Solution,Clinical Drug,Standard,0,0,Drug,RxNorm,1
19061583,249066,prednisolone 5 MG/ML Oral Solution,Clinical Drug,Standard,0,0,Drug,RxNorm,1
19067188,260125,prednisolone 25 MG/ML Injectable Suspension,Clinical Drug,Standard,597,609,Drug,RxNorm,1
19067189,260126,prednisolone 40 MG/ML Injectable Solution,Clinical Drug,Standard,15,15,Drug,RxNorm,1
19067190,260127,prednisolone 50 MG/ML Injectable Suspension,Clinical Drug,Standard,808,838,Drug,RxNorm,1
19067727,260391,prednisolone 25 MG/ML Injectable Suspension [Key-Pred],Branded Drug,Standard,0,0,Drug,RxNorm,1
19067728,260392,prednisolone 25 MG/ML Injectable Suspension [Predcor],Branded Drug,Standard,12,12,Drug,RxNorm,1
19067729,260393,prednisolone 40 MG/ML Injectable Suspension [Depo-Predate],Branded Drug,Standard,9,9,Drug,RxNorm,1
19067730,260394,prednisolone 50 MG/ML Injectable Suspension [Key-Pred],Branded Drug,Standard,0,0,Drug,RxNorm,1
19067751,260395,prednisolone 50 MG/ML Injectable Suspension [Medicort],Branded Drug,Standard,12,12,Drug,RxNorm,1
19067752,260396,prednisolone 50 MG/ML Injectable Suspension [Pred-Ject-50],Branded Drug,Standard,0,0,Drug,RxNorm,1
19067753,260397,prednisolone 50 MG/ML Injectable Suspension [Predacort 50],Branded Drug,Standard,0,0,Drug,RxNorm,1
19067754,260398,prednisolone 50 MG/ML Injectable Suspension [Predaject-50],Branded Drug,Standard,9,9,Drug,RxNorm,1
19067755,260399,prednisolone 50 MG/ML Injectable Suspension [Predalone 50],Branded Drug,Standard,0,0,Drug,RxNorm,1
19067756,260400,prednisolone 50 MG/ML Injectable Suspension [Predate-50],Branded Drug,Standard,0,0,Drug,RxNorm,1
19067757,260401,prednisolone 50 MG/ML Injectable Suspension [Predcor],Branded Drug,Standard,0,0,Drug,RxNorm,1
19067758,260402,prednisolone 50 MG/ML Injectable Suspension [Predicort-50],Branded Drug,Standard,0,0,Drug,RxNorm,1
19067759,260403,prednisolone 50 MG/ML Injectable Suspension [Pri-Cortin 50],Branded Drug,Standard,9,9,Drug,RxNorm,1
19067760,260404,prednisolone 80 MG/ML Injectable Suspension [Depo-Predate],Branded Drug,Standard,0,0,Drug,RxNorm,1
19067791,260405,prednisolone 20 MG/ML Injectable Solution [Hydeltrasol],Branded Drug,Standard,19,19,Drug,RxNorm,1
19067792,260406,prednisolone 20 MG/ML Injectable Solution [Key-Pred SP],Branded Drug,Standard,11,11,Drug,RxNorm,1
19067793,260407,prednisolone 20 MG/ML Injectable Solution [Predicort RP],Branded Drug,Standard,11,11,Drug,RxNorm,1
19067794,260408,prednisolone acetate 20 MG/ML Injectable Solution,Clinical Drug,Standard,0,0,Drug,RxNorm,1
19067795,260409,prednisolone 1 MG/ML Oral Solution [Pediapred],Branded Drug,Standard,21,21,Drug,RxNorm,1
19070310,283077,prednisolone 3 MG/ML Oral Solution,Clinical Drug,Standard,"1,018","1,227",Drug,RxNorm,1
19070678,574179,prednisolone 25 MG/ML [Key-Pred],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19070679,574182,prednisolone 50 MG/ML [Key-Pred],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19071469,542615,prednisolone 10 MG/ML [Isolone Forte],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19072791,574183,prednisolone 50 MG/ML [Medicort],Branded Drug Comp,Standard,0,12,Drug,RxNorm,1
19076982,574196,prednisolone 1 MG/ML [Pediapred],Branded Drug Comp,Standard,0,21,Drug,RxNorm,1
19078058,574184,prednisolone 50 MG/ML [Pred-Ject-50],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19078060,574185,prednisolone 50 MG/ML [Predacort 50],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19078084,574186,prednisolone 50 MG/ML [Predaject-50],Branded Drug Comp,Standard,0,9,Drug,RxNorm,1
19078086,574187,prednisolone 50 MG/ML [Predalone 50],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19078088,574188,prednisolone 50 MG/ML [Predate-50],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19078111,574189,prednisolone 50 MG/ML [Predcor],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19078141,569628,prednisolone 3 MG/ML [Prelone],Branded Drug Comp,Standard,0,132,Drug,RxNorm,1
19078142,574754,prednisolone 1 MG/ML [Prelone],Branded Drug Comp,Standard,0,15,Drug,RxNorm,1
19078293,574191,prednisolone 50 MG/ML [Pri-Cortin 50],Branded Drug Comp,Standard,0,9,Drug,RxNorm,1
19079404,312609,prednisolone 100 MG/ML Injectable Suspension,Clinical Drug,Standard,19,19,Drug,RxNorm,1
19082977,328310,prednisolone 10 MG/ML,Clinical Drug Comp,Standard,0,"2,428",Drug,RxNorm,1
19083175,328808,prednisolone 20 MG/ML,Clinical Drug Comp,Standard,0,516,Drug,RxNorm,1
19083176,328809,prednisolone 1 MG/ML,Clinical Drug Comp,Standard,0,379,Drug,RxNorm,1
19084526,330164,prednisolone 100 MG/ML,Clinical Drug Comp,Standard,0,19,Drug,RxNorm,1
19089451,333209,prednisolone 1 MG,Clinical Drug Comp,Standard,0,0,Drug,RxNorm,1
19089452,333210,prednisolone 25 MG,Clinical Drug Comp,Standard,0,0,Drug,RxNorm,1
19091759,335531,prednisolone 20 MG/ACTUAT,Clinical Drug Comp,Standard,0,0,Drug,RxNorm,1
19091760,335532,prednisolone 100 MG,Clinical Drug Comp,Standard,0,0,Drug,RxNorm,1
19092830,336584,prednisolone 20 MG,Clinical Drug Comp,Standard,0,0,Drug,RxNorm,1
19095559,343660,prednisolone 50 MG/ML,Clinical Drug Comp,Standard,0,838,Drug,RxNorm,1
19095716,345097,prednisolone 0.01 MG/ML,Clinical Drug Comp,Standard,0,0,Drug,RxNorm,1
19095717,345098,prednisolone 0.03 MG/ML,Clinical Drug Comp,Standard,0,0,Drug,RxNorm,1
19095718,345099,prednisolone 0.1 MG/ML,Clinical Drug Comp,Standard,0,0,Drug,RxNorm,1
19095811,345878,prednisolone acetate 3 MG/ML,Clinical Drug Comp,Standard,0,0,Drug,RxNorm,1
19095812,345879,prednisolone acetate 5 MG,Clinical Drug Comp,Standard,0,0,Drug,RxNorm,1
19095813,345880,prednisolone acetate 20 MG/ML,Clinical Drug Comp,Standard,0,0,Drug,RxNorm,1
19096439,348428,prednisolone 50 MG Oral Tablet,Clinical Drug,Standard,0,0,Drug,RxNorm,1
19096935,349801,prednisolone 50 MG,Clinical Drug Comp,Standard,0,0,Drug,RxNorm,1
19097091,349970,prednisolone 1.1 MG/ML,Clinical Drug Comp,Standard,0,0,Drug,RxNorm,1
19098154,351159,prednisolone 25 MG/ML Oral Solution,Clinical Drug,Standard,0,0,Drug,RxNorm,1
19098918,353628,prednisolone 16 MG/ML,Clinical Drug Comp,Standard,0,0,Drug,RxNorm,1
19101719,389031,prednisolone 20 MG/ML Injectable Solution,Clinical Drug,Standard,101,142,Drug,RxNorm,1
19104123,412642,prednisolone 8 MG/ML Injectable Suspension,Clinical Drug,Standard,0,0,Drug,RxNorm,1
19104825,416681,prednisolone 0.005 MG/MG Paste,Clinical Drug,Standard,0,0,Drug,RxNorm,1
19106651,429198,prednisolone 2 MG Oral Tablet,Clinical Drug,Standard,0,0,Drug,RxNorm,1
19106652,429199,prednisolone 20 MG Oral Tablet,Clinical Drug,Standard,0,0,Drug,RxNorm,1
19108490,436279,prednisolone 10 MG Oral Tablet,Clinical Drug,Standard,0,0,Drug,RxNorm,1
19108506,436507,prednisolone 100 MG/ML Injectable Solution,Clinical Drug,Standard,0,0,Drug,RxNorm,1
19110389,440700,prednisolone 0.004 MG/MG,Clinical Drug Comp,Standard,0,0,Drug,RxNorm,1
19111612,451086,prednisolone 2 MG,Clinical Drug Comp,Standard,0,26,Drug,RxNorm,1
19111614,451089,prednisolone 1.1 MG,Clinical Drug Comp,Standard,0,0,Drug,RxNorm,1
19111617,451093,prednisolone 0.001 MG/MG,Clinical Drug Comp,Standard,0,0,Drug,RxNorm,1
19111626,451110,prednisolone 8 MG/ML,Clinical Drug Comp,Standard,0,0,Drug,RxNorm,1
19111657,451161,prednisolone 0.01 MG/MG,Clinical Drug Comp,Standard,0,0,Drug,RxNorm,1
19112502,452820,prednisolone 10 MG,Clinical Drug Comp,Standard,0,44,Drug,RxNorm,1
19113164,539944,prednisolone 5 MG/ML [Prelone],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19113720,541543,prednisolone 1.1 MG/ML [AK-Pred],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19113763,541703,prednisolone 5 MG [Prednoral],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19113764,541705,prednisolone 5 MG Oral Tablet [Prednoral],Branded Drug,Standard,0,0,Drug,RxNorm,1
19114037,542619,prednisolone 10 MG/ML [Pred-Phosphate],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19115026,547220,prednisolone 25 MG/ML [Pricortin],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19115460,563156,prednisolone 16 MG/ML [Codelsol],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19115461,563157,prednisolone 5 MG [Stintisone],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19115543,563254,prednisolone 16 MG/ML [Codelson],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19115558,563270,prednisolone 5 MG/ML [Predsol],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19115785,563537,prednisolone 0.2 MG/ML [Predsol],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19115786,563538,prednisolone 5 MG [Predsol],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19115787,563539,prednisolone 20 MG [Predfoam],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19116163,564053,prednisolone 5 MG [Prednesol],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19116365,564291,prednisolone 5 MG/ML [Minims Prednisolone],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19118446,568390,Neomycin 3.5 MG/ML / Polymyxin B 10000 UNT/ML / prednisolone 5 MG/ML [Poly Pred],Branded Drug Comp,Standard,0,36,Drug,RxNorm,1
19119988,572088,prednisolone 1.25 MG/ML [AK-Pred],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19119989,572089,prednisolone 1.25 MG/ML [Inflamase Mild],Branded Drug Comp,Standard,0,96,Drug,RxNorm,1
19119990,572090,prednisolone 10 MG/ML [AK-Pred],Branded Drug Comp,Standard,0,40,Drug,RxNorm,1
19119991,572091,prednisolone 10 MG/ML [Inflamase Forte],Branded Drug Comp,Standard,0,13,Drug,RxNorm,1
19119992,572092,prednisolone 10 MG/ML [Prednisol],Branded Drug Comp,Standard,0,46,Drug,RxNorm,1
19120461,573944,prednisolone 20 MG/ML [Hydeltra-T.B.A.],Branded Drug Comp,Standard,0,21,Drug,RxNorm,1
19120584,574180,prednisolone 25 MG/ML [Predcor],Branded Drug Comp,Standard,0,12,Drug,RxNorm,1
19120585,574190,prednisolone 50 MG/ML [Predicort-50],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19120586,574193,prednisolone 20 MG/ML [Hydeltrasol],Branded Drug Comp,Standard,0,19,Drug,RxNorm,1
19120587,574194,prednisolone 20 MG/ML [Key-Pred SP],Branded Drug Comp,Standard,0,11,Drug,RxNorm,1
19120588,574195,prednisolone 20 MG/ML [Predicort RP],Branded Drug Comp,Standard,0,11,Drug,RxNorm,1
19121519,580010,prednisolone 1.25 MG/ML [Ocu-Pred],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19122781,604202,prednisolone 1 MG/ML [Bubbli-Pred],Branded Drug Comp,Standard,0,3,Drug,RxNorm,1
19122782,604204,prednisolone 1 MG/ML Oral Solution [Bubbli-Pred],Branded Drug,Standard,3,3,Drug,RxNorm,1
19125148,668660,prednisolone 30 MG Disintegrating Oral Tablet [Orapred],Branded Drug,Standard,33,33,Drug,RxNorm,1
19126169,702306,prednisolone 4 MG/ML Oral Solution,Clinical Drug,Standard,34,34,Drug,RxNorm,1
19128780,755702,prednisolone 3 MG/ML Oral Solution [Prelone],Branded Drug,Standard,132,132,Drug,RxNorm,1
19128781,755703,prednisolone 5 MG/ML Oral Solution [Prelone],Branded Drug,Standard,0,0,Drug,RxNorm,1
19128896,755936,prednisolone acetate 3 MG/ML Oral Solution,Clinical Drug,Standard,0,0,Drug,RxNorm,1
19129883,793099,prednisolone 3 MG/ML Oral Suspension,Clinical Drug,Standard,0,47,Drug,RxNorm,1
19130000,795095,prednisolone 2 MG/ML [MILLIPRED],Branded Drug Comp,Standard,0,18,Drug,RxNorm,1
19130001,795097,prednisolone 2 MG/ML Oral Solution [MILLIPRED],Branded Drug,Standard,18,18,Drug,RxNorm,1
19131602,803306,prednisolone 3 MG/ML [Flo-Pred],Branded Drug Comp,Standard,0,47,Drug,RxNorm,1
19131603,803308,prednisolone 3 MG/ML Oral Suspension [Flo-Pred],Branded Drug,Standard,47,47,Drug,RxNorm,1
19131604,803309,prednisolone 1 MG/ML [Flo-Pred],Branded Drug Comp,Standard,0,0,Drug,RxNorm,1
19131605,803310,prednisolone 1 MG/ML Oral Suspension [Flo-Pred],Branded Drug,Standard,0,0,Drug,RxNorm,1
19132463,808116,prednisolone 5 MG [MILLIPRED],Branded Drug Comp,Standard,0,47,Drug,RxNorm,1
19132464,808118,prednisolone 5 MG Oral Tablet [MILLIPRED],Branded Drug,Standard,28,47,Drug,RxNorm,1
21021102,OMOP389284,prednisolone 1 MG Oral Tablet by DE,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21021103,OMOP389426,prednisolone 1 MG Oral Tablet Box of 28 by Alliance,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21021104,OMOP389508,prednisolone 1 MG Oral Tablet Box of 28 by Boots,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21021105,OMOP389557,prednisolone 1 MG Oral Tablet Box of 100 by Sigma-Tau,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21021106,OMOP389620,prednisolone 20 MG/ACTUAT [Predfoam],Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension,1
21021110,OMOP390467,prednisolone 5 MG Oral Tablet Box of 28 by Co-Pharma,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21021111,OMOP390579,prednisolone 5 MG Oral Tablet Box of 1000 by Kent,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21021112,OMOP390653,prednisolone 5 MG Delayed Release Oral Tablet by Kent,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21021113,OMOP390688,prednisolone 5 MG Delayed Release Oral Tablet by DE,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21021115,OMOP391081,prednisolone 5 MG Delayed Release Oral Tablet [Dilacort],Branded Drug,Standard,0,0,Drug,RxNorm Extension,1
21021119,OMOP391809,prednisolone 0.25 MG/ML,Clinical Drug Comp,Standard,0,0,Drug,RxNorm Extension,1
21021120,OMOP392249,prednisolone 2.5 MG Delayed Release Oral Tablet by A A H,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21021121,OMOP392531,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 500 by Approved Prescription,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21027993,OMOP289384,1 ML prednisolone 1 MG/ML Oral Suspension,Quant Clinical Drug,Standard,0,0,Drug,RxNorm Extension,1
21027997,OMOP289430,1 ML prednisolone 0.4 MG/ML Oral Suspension,Quant Clinical Drug,Standard,0,0,Drug,RxNorm Extension,1
21027998,OMOP289442,1 ML prednisolone 0.3 MG/ML Oral Solution,Quant Clinical Drug,Standard,0,0,Drug,RxNorm Extension,1
21030820,OMOP389568,prednisolone 1 MG Oral Tablet Box of 500,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension,1
21030821,OMOP390518,prednisolone 5 MG Oral Tablet Box of 28 by Wockhardt,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21030822,OMOP390606,prednisolone 5 MG Oral Tablet [Pevanti],Branded Drug,Standard,0,0,Drug,RxNorm Extension,1
21030823,OMOP390699,prednisolone 5 MG Delayed Release Oral Tablet by A A H,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21030824,OMOP390847,prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Dowelhurst,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21030826,OMOP391665,prednisolone 50 MG Oral Tablet by Approved Prescription,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21030827,OMOP391849,prednisolone 0.4 MG/ML Oral Suspension,Clinical Drug,Standard,0,0,Drug,RxNorm Extension,1
21030828,OMOP391945,prednisolone 25 MG Oral Tablet by Phoenix Labs,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21030829,OMOP392380,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by Almus,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21030830,OMOP392399,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 30 by Phoenix Labs,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21030831,OMOP392457,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 30 by Actavis,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21030836,OMOP393181,Dibucaine 1 MG / prednisolone 1.3 MG [Scheriproct],Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension,1
21030838,OMOP393256,Neomycin / prednisolone Otic Solution [Predsol-N],Branded Drug Form,Standard,0,0,Drug,RxNorm Extension,1
21030839,OMOP393273,Neomycin 5 MG/ML / prednisolone 5 MG/ML Otic Solution [Predsol-N],Branded Drug,Standard,0,0,Drug,RxNorm Extension,1
21040699,OMOP389218,prednisolone 1 MG Oral Tablet by Mawdsley-Brooks,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21040700,OMOP389329,prednisolone 1 MG Oral Tablet by Actavis,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21040701,OMOP389339,prednisolone 1 MG Oral Tablet by Dowelhurst,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21040702,OMOP389371,prednisolone 1 MG Oral Tablet by Almus,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21040704,OMOP389947,prednisolone 25 MG/ML [Deltastab],Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension,1
21040705,OMOP390241,prednisolone 5 MG Oral Tablet by Phoenix Labs,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21040706,OMOP390404,prednisolone 5 MG Oral Tablet Box of 28 by Mawdsley-Brooks,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21040707,OMOP390435,prednisolone 5 MG Oral Tablet Box of 28 by Alliance,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
21040708,OMOP390614,prednisolone 5 MG Oral Tablet [Pevanti] by AMCo,Marketed Product,Standard,0,0,Drug,RxNorm Extension,1
